Timestamp,Email,TodayDate,MealType,StarTime,StopTime,Distraction,Weather,Feel,Food,FoodGroups,Calories,Carbs,Protein,Fat,OtherNutri,NumFruits,TypeFruit,Company,Location,HungerBefore,HungerAfter,LikeFood,Notes,Photo,Icons
2/19/18 1:28,bingbing,2/18/18,Dinner,7:00:00 PM,7:30:00 PM,Talking,Sunny,Happy,"Shrimp, salmon, green beens, steak, mashed potato, rice, cake","Grains, Protein foods, Vegetables, Fruits",,,,,,20,Blueberry,Friends,Friend's home,5,7,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/19/18 8:15,xiaohui,2/18/18,Breakfast,8:00:00 AM,8:20:00 AM,Nothing,Sunny,Good,"Milk, flour","Dairy, Grains, Fruits",,,,,,1,Blueberry,Family,Home,3,8,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/19/18 8:16,xiaohui,2/19/18,Breakfast,7:40:00 AM,8:00:00 AM,Nothing,Sunny,Good,"Milk, flour","Dairy, Grains",,,,,,0,,Family,Home,3,8,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/19/18 8:18,xiaohui,2/18/18,Lunch,11:30:00 AM,12:00:00 AM,Nothing,Sunny,Good,"Cabbage, dumplings, pork, carrot","Vegetables, Grains, Protein foods, Fruits",,,,,,2,"Blueberry, Orange",Family,Home,4,8,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/19/18 8:20,xiaohui,2/18/18,Dinner,6:00:00 AM,6:20:00 AM,Talking,Sunny,Warm,"Pork, chicken, rice, cabbage, potato","Vegetables, Grains, Protein foods",,,,,,0,,Family,Home,3,8,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/19/18 12:11,nusaybah,2/19/18,Lunch,2:10:00 PM,2:30:00 PM,Nothing,Sunny,Good,Rice and rui fish,"Grains, Protein foods",,,,,,0,,Alone,Eat at work,6,8,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/19/18 12:15,nusaybah,2/19/18,Dinner,10:10:00 PM,10:30:00 PM,Nothing,Sunny,Tired,Rice and chicken,"Grains, Protein foods",,,,,,0,,Family,Dining Hall,5,10,,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv9
2/19/18 18:12,xiaohui,2/19/18,Lunch,12:10:00 PM,12:30:00 PM,Talking,Sunny,Warm,"Rice, chicken, pork, tomato, eggs, cabbage, carrot","Grains, Protein foods, Vegetables, Fruits",,,,,,1,Blueberry,Family,Home,2,9,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/19/18 19:47,uranusbean,2/18/18,Dinner,5:40:00 PM,6:10:00 PM,Talking,Sunny,Worried,"Salmon, asparagus, fried egg","Protein foods, Vegetables",,,,,,0,,Family,Home,5,9,,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv9
2/19/18 19:47,uranusbean,2/18/18,Dinner,5:40:00 PM,6:10:00 PM,Talking,Sunny,Tired,"Salmon, asparagus, fried egg","Protein foods, Vegetables",,,,,,0,,Family,Home,5,9,,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv9
2/19/18 19:50,uranusbean,2/19/18,Breakfast,8:05:00 AM,8:25:00 AM,Talking,Sunny,Happy,"Chinese pancake, egg, lettuce, tangyuan","Grains, Protein foods, Vegetables,Fruits",,,,,,2,"Strawberry, Blueberry ",Family,Home,4,9,, I was lack of sleep yesterday night (5hour sleep). I went to gym early morning at 6:15am and ran for 2.4miles ,"https://drive.google.com/open?id=14UeZA0_dQ9TPiSWWwSogkweUTFqw4Mmv, https://drive.google.com/open?id=1sZOvO4b0sqU9NP3e_Rdkl3TYO-xfatuI",https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/19/18 19:50,uranusbean,2/19/18,Breakfast,8:05:00 AM,8:25:00 AM,Talking,Sunny,Tired,"Chinese pancake, egg, lettuce, tangyuan","Grains, Protein foods, Vegetables,Fruits",,,,,,2,"Strawberry, Blueberry ",Family,Home,4,9,, I was lack of sleep yesterday night (5hour sleep). I went to gym early morning at 6:15am and ran for 2.4miles ,"https://drive.google.com/open?id=14UeZA0_dQ9TPiSWWwSogkweUTFqw4Mmv, https://drive.google.com/open?id=1sZOvO4b0sqU9NP3e_Rdkl3TYO-xfatuI",https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/19/18 19:52,uranusbean,2/19/18,Lunch,12:18:00 PM,12:30:00 PM,Talking,Sunny,Tired,Chicken lettuce tomato salad ,"Protein foods, Vegetables, Fruits",,,,,,1,Tomato,Family,Home,4,7,,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv9
2/19/18 19:55,uranusbean,2/19/18,Dinner,5:35:00 PM,6:05:00 AM,Talking,Sunny,Peaceful,Doenjang-jjigae,"Protein foods, Vegetables",,,,,,0,,Family,Home,5,9,,I took a short snap this afternoon and I felt much better during dinner time.,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/19/18 21:28,ysun,2/19/18,Lunch,12:30:00 AM,12:45:00 AM,Nothing,Sunny,Good,"Chicken salad, rice","Protein foods, Vegetables, Grains",,,,,,0,,Family,Home,2,5,,,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/19/18 21:28,ysun,2/19/18,Lunch,12:30:00 AM,12:45:00 AM,Nothing,Sunny,Joyful,"Chicken salad, rice","Protein foods, Vegetables, Grains",,,,,,0,,Family,Home,2,5,,,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/19/18 21:28,ysun,2/19/18,Lunch,12:30:00 AM,12:45:00 AM,Nothing,Sunny,Tired,"Chicken salad, rice","Protein foods, Vegetables, Grains",,,,,,0,,Family,Home,2,5,,,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/19/18 21:30,ysun,2/19/18,Dinner,5:25:00 PM,5:50:00 PM,Nothing,Sunny,Peaceful,"Tofu soup, rice","Protein foods, Grains",,,,,,0,,Family,Home,6,9,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/19/18 21:30,ysun,2/19/18,Dinner,5:25:00 PM,5:50:00 PM,Nothing,Windy,Good,"Tofu soup, rice","Protein foods, Grains",,,,,,0,,Family,Home,6,9,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 0:57,farhajw,2/19/18,Lunch,1:45:00 PM,2:00:00 PM,Nothing,Rainy,Warm,"Crispy chicken drunken noodles, milk tea","Protein foods, Grains, Vegetables",,,,,,0,,Alone,Home,3,8,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 0:58,farhajw,2/19/18,Dinner,7:45:00 PM,8:00:00 PM,Talking,Rainy,Warm,"Shrimp popcorns, diet coke",Protein foods,,,,,,0,,Friends,Dining Hall,3,8,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 2:19,mengyue,2/19/18,Dinner,6:30:00 PM,6:40:00 PM,Watching TV,Sunny,Peaceful,Roasted duck,"Protein foods, Fruits",336,26,18,12,51.1 mg vitamin c,1,Orange,Pets,Home,5,6,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 3:47,bingbing,2/19/18,Breakfast,10:00:00 AM,10:10:00 AM,Talking,Sunny,Happy,"Corn bread, milk","Grains, Dairy",,,,,,0,,Family,Home,5,6,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 3:50,bingbing,2/19/18,Lunch,2:00:00 PM,2:30:00 PM,Talking,Sunny,Happy,"Fish, tofu, rice","Protein foods, Grains, Fruits",,,,,,1,Orange,Family,Home,5,7,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 3:53,bingbing,2/19/18,Dinner,9:00:00 PM,9:30:00 PM,Watching TV,Sunny,Happy,"potato, beef, green peper, rice","Vegetables, Protein foods, Grains",,,,,,0,,Family,Home,4,7,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 9:17,uranusbean,2/20/18,Breakfast,8:05:00 AM,8:15:00 AM,Talking,Sunny,Happy,"Oatmeal, milk ","Gains, Dairy",,,,,,0,,Family,Home,4,6,,"Very gassy and bloated, and I decided to eat less today. ",,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/20/18 9:17,uranusbean,2/20/18,Breakfast,8:05:00 AM,8:15:00 AM,Talking,Sunny,Energetic,"Oatmeal, milk ","Gains, Dairy",,,,,,0,,Family,Home,4,6,,"Very gassy and bloated, and I decided to eat less today. ",,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/20/18 9:17,uranusbean,2/20/18,Breakfast,8:05:00 AM,8:15:00 AM,Talking,Sunny,Good,"Oatmeal, milk ","Gains, Dairy",,,,,,0,,Family,Home,4,6,,"Very gassy and bloated, and I decided to eat less today. ",,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/20/18 11:46,nusaybah,2/20/18,Breakfast,9:00:00 AM,9:05:00 AM,Nothing,Sunny,Tired,Black coffee and sandwich,"Grains, Dairy, Protein foods",,,,,,0,,Alone,Home,4,8,,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv9
2/20/18 11:47,nusaybah,2/20/18,Lunch,2:15:00 PM,2:45:00 PM,Working,Sunny,Bored,Sandwich,"Grains, Dairy, Protein foods",,,,,,0,,Alone,Eat at work,5,10,,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv10
2/20/18 11:49,nusaybah,2/20/18,Dinner,10:00:00 PM,10:20:00 PM,Watching TV,Sunny,Annoyed,Rice and kingfish,"Grains, Protein foods",,,,,,0,,Family,Home,6,8,,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv11
2/20/18 11:54,uranusbean,2/20/18,Lunch,11:49:00 AM,11:55:00 AM,Phone,Sunny,Happy,"Chobani yogurt, homemade oatmeal honey cookie, orange","Dairy, Grains, Fruits",,,,,,1,Orange,Alone,Eat at work,5,7,,Had a slight lunch/ snack before my noon meeting ,https://drive.google.com/open?id=109gibccz3caikXs6H_oX3n2Wr20cb0H-,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 11:54,uranusbean,2/20/18,Lunch,11:49:00 AM,11:55:00 AM,Phone,Sunny,Peaceful,"Chobani yogurt, homemade oatmeal honey cookie, orange","Dairy, Grains, Fruits",,,,,,1,Orange,Alone,Eat at work,5,7,,Had a slight lunch/ snack before my noon meeting ,https://drive.google.com/open?id=109gibccz3caikXs6H_oX3n2Wr20cb0H-,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 11:54,uranusbean,2/20/18,Lunch,11:49:00 AM,11:55:00 AM,Phone,Sunny,Energetic,"Chobani yogurt, homemade oatmeal honey cookie, orange","Dairy, Grains, Fruits",,,,,,1,Orange,Alone,Eat at work,5,7,,Had a slight lunch/ snack before my noon meeting ,https://drive.google.com/open?id=109gibccz3caikXs6H_oX3n2Wr20cb0H-,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 11:54,uranusbean,2/20/18,Lunch,11:49:00 AM,11:55:00 AM,Phone,Sunny,Good,"Chobani yogurt, homemade oatmeal honey cookie, orange","Dairy, Grains, Fruits",,,,,,1,Orange,Alone,Eat at work,5,7,,Had a slight lunch/ snack before my noon meeting ,https://drive.google.com/open?id=109gibccz3caikXs6H_oX3n2Wr20cb0H-,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 12:23,mengyue,2/20/18,Breakfast,9:00:00 AM,9:20:00 AM,Nothing,Sunny,Peaceful,"Eggs, cookies, tea","Protein foods, Grains",225,0,6,5,,0,,Pets,Home,5,5,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 15:31,ysun,2/20/18,Breakfast,8:00:00 AM,8:30:00 AM,Nothing,Sunny,Good,Oatmeal,Grains,,,,,,0,,Family,Home,5,7,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 15:32,ysun,2/20/18,Lunch,11:40:00 AM,12:20:00 PM,Nothing,Sunny,Good,"Rice, tofu soup, beef","Grains, Protein foods",,,,,,0,,Family,Home,3,8,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 16:46,xiaohui,2/20/18,Breakfast,8:00:00 AM,8:15:00 AM,Nothing,Sunny,Peaceful,"Milk, flour","Dairy, Grains, Fruits",,,,,,1,Blueberry,Family,Home,3,8,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 16:47,xiaohui,2/20/18,Lunch,12:30:00 PM,1:00:00 PM,Talking,Sunny,Happy,"Rice, pork, crab, cabbage","Grains, Protein foods, Vegetables",,,,,,0,,Family,Home,2,9,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 16:49,xiaohui,2/19/18,Dinner,7:00:00 PM,7:30:00 PM,Talking,Rainy,Warm,"Rice, flour, pork, chicken, broccoli","Grains, Protein foods, Vegetables",,,,,,0,,Family,Home,2,9,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 17:36,uranusbean,2/20/18,Snack,5:14:00 PM,5:25:00 PM,Cooking,Sunny,Happy,"Orange, homemade oatmeal cookie, mango","Grains, Fruits",,,,,,2,"Mango, Orange",Alone,Home,4,6,,,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/20/18 17:36,uranusbean,2/20/18,Snack,5:14:00 PM,5:25:00 PM,Cooking,Sunny,Tired,"Orange, homemade oatmeal cookie, mango","Grains, Fruits",,,,,,2,"Mango, Orange",Alone,Home,4,6,,,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/20/18 18:15,uranusbean,2/20/18,Dinner,5:40:00 PM,6:10:00 PM,Talking,Sunny,Happy,"Celery with tofu, leftover oatmeal, mushroom with pork","Protein foods, Grains, Vegetables",,,,,,0,,Family,Home,6,9,,,https://drive.google.com/open?id=1SNJYVY1ajnunMi55YMv7_gxcJ6OjwIWM,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/20/18 18:15,uranusbean,2/20/18,Dinner,5:40:00 PM,6:10:00 PM,Talking,Sunny,Peaceful,"Celery with tofu, leftover oatmeal, mushroom with pork","Protein foods, Grains, Vegetables",,,,,,0,,Family,Home,6,9,,,https://drive.google.com/open?id=1SNJYVY1ajnunMi55YMv7_gxcJ6OjwIWM,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/20/18 18:15,uranusbean,2/20/18,Dinner,5:40:00 PM,6:10:00 PM,Talking,Sunny,Tired,"Celery with tofu, leftover oatmeal, mushroom with pork","Protein foods, Grains, Vegetables",,,,,,0,,Family,Home,6,9,,,https://drive.google.com/open?id=1SNJYVY1ajnunMi55YMv7_gxcJ6OjwIWM,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/20/18 19:48,ysun,2/20/18,Dinner,5:30:00 PM,6:30:00 PM,Nothing,Sunny,Happy,"Rice, mushroom pork, celery tofu, beef","Grains, Vegetables, Protein foods",,,,,,0,,Family,Home,3,9,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 19:48,ysun,2/20/18,Dinner,5:30:00 PM,6:30:00 PM,Nothing,Sunny,Good,"Rice, mushroom pork, celery tofu, beef","Grains, Vegetables, Protein foods",,,,,,0,,Family,Home,3,9,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/20/18 21:57,farhajw,2/20/18,Lunch,12:30:00 PM,1:05:00 PM,Watching TV,Sunny,Worried,"Single cheese burger, small vanilla chai","Grains, Dairy, Protein foods",800,50,,45,,0,,Alone,Home,2,9,,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv9
2/20/18 22:03,farhajw,2/20/18,Dinner,9:30:00 PM,9:45:00 AM,Nothing,Sunny,Disappointed,"Egg omelette with mushroom, tomato, chili","Protein foods, Vegetables",224,6,7.7,5.3,,0,,Alone,Home,3,8,,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv10
2/20/18 22:03,farhajw,2/20/18,Dinner,9:30:00 PM,9:45:00 AM,Nothing,Sunny,Sad,"Egg omelette with mushroom, tomato, chili","Protein foods, Vegetables",224,6,7.7,5.3,,0,,Alone,Home,3,8,,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv10
2/21/18 2:14,bingbing,2/20/18,Breakfast,9:00:00 AM,9:10:00 AM,Talking,Sunny,Happy,"Corn bread, milk","Grains, Dairy, Fruits",,,,,,1,Banana,Family,Home,5,6,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 2:18,bingbing,2/20/18,Lunch,2:00:00 PM,2:20:00 PM,Phone,Sunny,Happy,"Sandwich with sausage and egg, coke","Grains, Protein foods",,,,,,0,,Alone,Restaurant,5,7,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 2:21,bingbing,2/20/18,Dinner,8:00:00 PM,8:30:00 PM,Watching TV,Sunny,Happy,"Tomato, beef, rice ","Vegetables, Protein foods, Grains, Fruits",,,,,,1,Pear,Family,Home,5,7,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 4:14,khalidjawed,2/21/18,Snack,1:10:00 AM,1:30:00 AM,Watching TV,Sunny,Satisfied,"Cereal, yogurt, nuts, coke zero","Grains, Dairy, Protein foods",,,,,,0,,Alone,Home,5,8,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 4:14,khalidjawed,2/21/18,Snack,1:10:00 AM,1:30:00 AM,Working,Sunny,Satisfied,"Cereal, yogurt, nuts, coke zero","Grains, Dairy, Protein foods",,,,,,0,,Alone,Home,5,8,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 4:14,khalidjawed,2/21/18,Snack,1:10:00 AM,1:30:00 AM,Watching TV,Windy,Happy,"Cereal, yogurt, nuts, coke zero","Grains, Dairy, Protein foods",,,,,,0,,Alone,Home,5,8,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 4:14,khalidjawed,2/21/18,Snack,1:10:00 AM,1:30:00 AM,Working,Windy,Happy,"Cereal, yogurt, nuts, coke zero","Grains, Dairy, Protein foods",,,,,,0,,Alone,Home,5,8,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 4:14,khalidjawed,2/21/18,Snack,1:10:00 AM,1:30:00 AM,Watching TV,Windy,Good,"Cereal, yogurt, nuts, coke zero","Grains, Dairy, Protein foods",,,,,,0,,Alone,Home,5,8,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 4:14,khalidjawed,2/21/18,Snack,1:10:00 AM,1:30:00 AM,Working,Windy,Good,"Cereal, yogurt, nuts, coke zero","Grains, Dairy, Protein foods",,,,,,0,,Alone,Home,5,8,,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 4:21,khalidjawed,2/19/18,Breakfast,10:54:00 AM,11:05:00 AM,Nothing,Sunny,Good,"Roti, egg omlet, cauliflower, potatoes","Grains, Protein foods, Vegetables",,,,,,0,,Alone,Home,5,8,,,https://drive.google.com/open?id=1nX0IWfuGwqqVedVrLIVjQHBdKD0SEtTF,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 4:25,khalidjawed,2/19/18,Lunch,4:23:00 PM,4:40:00 PM,Nothing,Sunny,Good,"Rice, lady's finger, beef, coffee","Grains, Vegetables, Protein foods",,,,,,0,0,Alone,Home,5,8,,,https://drive.google.com/open?id=1xa9MpvX2N76hKOABO9AA9lxrQLCEWdAt,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 4:28,khalidjawed,2/19/18,Dinner,10:23:00 PM,10:45:00 PM,Watching TV,Windy,Good,Chicken slides,Protein foods,,,,,,0,,Alone,Home,3,8,,,https://drive.google.com/open?id=1vzzJREegSjgcjHTjhjEu9pQEQ9oZO4VQ,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 4:32,khalidjawed,2/20/18,Breakfast,9:10:00 AM,9:25:00 AM,Nothing,Windy,Good,"Cereal, milk, coffee","Grains, Dairy",,,,,,0,,Alone,Home,4,6,,,https://drive.google.com/open?id=1kPT5IBBzQDCIdjJ8gI9wGK5IrwkDVnLa,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 4:34,khalidjawed,2/20/18,Lunch,12:10:00 PM,12:30:00 PM,Working,Windy,Good,BBQ Chicken salad,"Protein foods, Vegetables",,,,,,0,,Colleagues,Eat at work,5,6,,,https://drive.google.com/open?id=1s_-N4GYURWCAuemLw4InyPtLtW6964TC,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 4:34,khalidjawed,2/20/18,Lunch,12:10:00 PM,12:30:00 PM,Talking,Windy,Good,BBQ Chicken salad,"Protein foods, Vegetables",,,,,,0,,Colleagues,Eat at work,5,6,,,https://drive.google.com/open?id=1s_-N4GYURWCAuemLw4InyPtLtW6964TC,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 8:30,uranusbean,2/21/18,Breakfast,8:26:00 AM,8:33:00 AM,Phone,Cloudy,Energetic,"Almond milk, blueberry, toast with peanut butter ","Grains, Protein foods, Fruits",,,,,,1,Blueberry ,Alone,Home,2,7,,I slept really well yesterday.i feel good. ,https://drive.google.com/open?id=1i-5lyJObhwVqcUkG8NhijAxel5ruRLm3,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 8:30,uranusbean,2/21/18,Breakfast,8:26:00 AM,8:33:00 AM,Phone,Cloudy,Good,"Almond milk, blueberry, toast with peanut butter ","Grains, Protein foods, Fruits",,,,,,1,Blueberry ,Alone,Home,2,7,,I slept really well yesterday.i feel good. ,https://drive.google.com/open?id=1i-5lyJObhwVqcUkG8NhijAxel5ruRLm3,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 11:45,nusaybah,2/21/18,Breakfast,11:45:00 AM,11:55:00 AM,Watching TV,Sunny,Annoyed,"Water, tea, partha and poached egg","Grains, Protein foods",,,,,,0,,Alone,Home,6,10,5,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv9
2/21/18 11:47,nusaybah,2/21/18,Lunch,2:30:00 PM,2:45:00 PM,Watching TV,Sunny,Bored,"Rice, rui fish and water","Grains, Protein foods",,,,,,0,,Alone,Home,5,9,4,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv10
2/21/18 11:48,nusaybah,2/21/18,Dinner,9:45:00 PM,9:55:00 PM,Watching TV,Windy,Warm,Pasta and sprite,"Grains, Dairy",,,,,,0,,Family,Home,6,10,6,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 12:35,uranusbean,2/21/18,Lunch,12:26:00 PM,12:33:00 PM,Working,Sunny,Satisfied,"Water with lemon, celery with tofu, mushroom with pork ","Vegetables, Protein foods, Fruits",,,,,,1,Grapefruit,Alone,Home,6,9,5,"I realize when I work from home, I tend to eat more snacks",,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 12:35,uranusbean,2/21/18,Lunch,12:26:00 PM,12:33:00 PM,Working,Sunny,Energetic,"Water with lemon, celery with tofu, mushroom with pork ","Vegetables, Protein foods, Fruits",,,,,,1,Grapefruit,Alone,Home,6,9,5,"I realize when I work from home, I tend to eat more snacks",,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 15:00,khalidjawed,2/21/18,Breakfast,11:58:00 AM,12:15:00 PM,Watching TV,Sunny,Good,"Roti, potatoes, jilebi, coffee","Grains, Vegetables",,,,,,0,,Alone,Home,4,8,5,,https://drive.google.com/open?id=1DNSk7GmDDdvxWkhkiMqRGh9cvayYhHEN,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 17:24,xiaohui,2/21/18,Breakfast,8:00:00 AM,8:15:00 AM,Talking,Sunny,Worried,"Milk, bread","Dairy, Grains",,,,,,0,,Family,Home,3,8,5,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 17:26,xiaohui,2/21/18,Lunch,11:00:00 AM,11:30:00 AM,Talking,Sunny,Sad,"Tomato, egg, broccoli, pork, rice","Vegetables, Protein foods, Grains, Fruits",,,,,,1,Orange,Family,Home,4,9,6,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 19:20,ysun,2/21/18,Breakfast,8:30:00 AM,9:00:00 AM,Working,Sunny,Happy,Double sausage on a bagel from dunkin donuts,"Grains, Protein foods",880,,,,,0,,Alone,Restaurant,3,8,6,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 19:20,ysun,2/21/18,Breakfast,8:30:00 AM,9:00:00 AM,Working,Sunny,Good,Double sausage on a bagel from dunkin donuts,"Grains, Protein foods",880,,,,,0,,Alone,Restaurant,3,8,6,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 19:22,ysun,2/21/18,Lunch,11:45:00 AM,12:15:00 AM,Seminar,Sunny,Good,"Cossiant, cookie, coffee",Grains,,,,,,0,,Colleagues,Eat at work,2,7,5,,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/21/18 19:22,ysun,2/21/18,Lunch,11:45:00 AM,12:15:00 AM,Seminar,Sunny,Bored,"Cossiant, cookie, coffee",Grains,,,,,,0,,Colleagues,Eat at work,2,7,5,,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
