Timestamp,Email,TodayDate,MealType,StarTime,StopTime,Distraction,Weather,Feel,Food,FoodGroups,Calories,Carbs,Protein,Fat,OtherNutri,NumFruits,TypeFruit,Company,Location,HungerBefore,HungerAfter,LikeFood,Notes,Photo,Icons
2/21/18 19:23,ysun,2/21/18,Dinner,6:00:00 PM,6:30:00 PM,Nothing,Sunny,Good,"Chicken, vegetables,","Protein foods, Vegetables",,,,,,0,,Family,Home,4,9,5,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 19:36,khalidjawed,2/21/18,Lunch,4:34:00 PM,4:55:00 PM,Watching TV,Sunny,Good,"Rice, cauliflower, beef and mutton curry","Grains, Vegetables, Protein foods",,,,,,0,,Alone,Home,3,8,6,,https://drive.google.com/open?id=10CBgx544oznTol2pwVEyS9kEa_ZMUxZ2,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 20:31,uranusbean,2/21/18,Dinner,5:35:00 PM,6:20:00 PM,Talking,Sunny,Joyful,"Water with lemon, baked chicken, mushroom, raw tomato, cucumber, corn, Japanese potato ","Protein foods, Vegetables, Fruits",,,,,,1,Tomato,Family,Home,4,8,5,"I worked from home today. After done with my 3pm online meeting, I started to prepare a balanced meal for my family. Try to avoid fine grains and use corn and Japanese potato instead. Also prepare some vegetables. ",,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 20:46,kimani.e,2/21/18,Dinner,8:10:00 PM,8:30:00 PM,Watching TV,Cloudy,Happy,"Zucchini noodles,  pan seared chicken breast, avocado and water","Grains, Protein foods, Fruits",263,12,26.4,13.6,,0,,Alone,Home,2,7,6,,https://drive.google.com/open?id=14PxS8xOLPK02qOvUdMOOudjxMTucVEhp,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 20:46,kimani.e,2/21/18,Dinner,8:10:00 PM,8:30:00 PM,Watching TV,Cloudy,Joyful,"Zucchini noodles,  pan seared chicken breast, avocado and water","Grains, Protein foods, Fruits",263,12,26.4,13.6,,0,,Alone,Home,2,7,6,,https://drive.google.com/open?id=14PxS8xOLPK02qOvUdMOOudjxMTucVEhp,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 21:03,kimani.e,2/21/18,Lunch,12:45:00 PM,1:15:00 PM,Working,Cloudy,Stressed,"Tilapia fillet, baked sweet potato fries and black tea","Protein foods, Vegetables",334,119,60,111,,0,0,Alone,Eat at work,4,7,5,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv9
2/21/18 21:45,kimani.e,2/21/18,Dinner,9:10:00 PM,9:20:00 PM,Watching TV,Cloudy,Enthusiastic,Meatballs and zucchini noodles,"Protein foods, Grains",300,,,,,0,,Alone,Home,2,8,4,,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/21/18 21:45,kimani.e,2/21/18,Dinner,9:10:00 PM,9:20:00 PM,Watching TV,Cloudy,Good,Meatballs and zucchini noodles,"Protein foods, Grains",300,,,,,0,,Alone,Home,2,8,4,,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/21/18 21:45,kimani.e,2/21/18,Dinner,9:10:00 PM,9:20:00 PM,Watching TV,Cloudy,Worried,Meatballs and zucchini noodles,"Protein foods, Grains",300,,,,,0,,Alone,Home,2,8,4,,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/21/18 21:48,farhajw,2/21/18,Lunch,12:45:00 PM,1:00:00 PM,Nothing,Sunny,Worried,"One roti, ground beef curry(1/2 cup), small cup of milk tea","Grains, Protein foods",,,,,,0,,Alone,Home,2,8,7,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv9
2/21/18 21:50,mengyue,2/21/18,Dinner,9:00:00 AM,9:45:00 AM,Nothing,Sunny,Satisfied,"Clams, mushrooms, sweet potato","Protein foods, Vegetables",114,27,50,4,sugar 6 g,0,,Pets,Home,4,7,6,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 21:50,mengyue,2/21/18,Dinner,9:00:00 AM,9:45:00 AM,Nothing,Sunny,Peaceful,"Clams, mushrooms, sweet potato","Protein foods, Vegetables",114,27,50,4,sugar 6 g,0,,Pets,Home,4,7,6,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 21:50,mengyue,2/21/18,Dinner,9:00:00 AM,9:45:00 AM,Nothing,Sunny,Warm,"Clams, mushrooms, sweet potato","Protein foods, Vegetables",114,27,50,4,sugar 6 g,0,,Pets,Home,4,7,6,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 21:50,mengyue,2/21/18,Dinner,9:00:00 AM,9:45:00 AM,Nothing,Sunny,Good,"Clams, mushrooms, sweet potato","Protein foods, Vegetables",114,27,50,4,sugar 6 g,0,,Pets,Home,4,7,6,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/21/18 21:54,farhajw,2/21/18,Snack,6:45:00 PM,7:05:00 PM,Watching TV,Cloudy,Worried,"4 small florets of fried cauliflower, milk tea","Vegetables, Grains, Protein foods",,,,,,0,,Alone,Home,2,9,5,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv9
2/21/18 21:56,farhajw,2/21/18,Dinner,9:00:00 PM,9:15:00 PM,Nothing,Cloudy,Worried,3 small florets of fried cauliflower,"Vegetables, Grains, Protein foods",,,,,,0,,Alone,Home,3,8,4,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv10
2/21/18 23:44,khalidjawed,2/21/18,Dinner,8:45:00 PM,9:15:00 PM,Watching TV,Windy,Good,"Roti, potato, shingara, milk tea","Grains, Vegetables",,,,,,0,,Alone,Home,7,9,5,,https://drive.google.com/open?id=17-a0SeKgQ34j3dmCHPcfdSDmTxNNYOrr,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/22/18 3:11,bingbing,2/21/18,Breakfast,10:00:00 AM,10:10:00 AM,Nothing,Cloudy,Happy,"Crossoint, milk","Grains, Dairy",,,,,,0,,Alone,Home,5,6,7,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/22/18 3:17,bingbing,2/21/18,Lunch,1:00:00 PM,1:20:00 PM,Watching TV,Cloudy,Happy,"Radish, pork, rice","Vegetables, Protein foods, Fruits",,,,,,1,Orange,Alone,Home,5,7,7,,https://drive.google.com/open?id=1ZLYVCjCdiP28AlOYX7CXwhl4lOjP-qKJ,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/22/18 3:21,bingbing,2/21/18,Dinner,8:00:00 PM,8:30:00 PM,Watching TV,Sunny,Happy,"Fish, rice","Protein foods, Grains, Fruits",,,,,,10,Strawberry,Family,Home,6,8,7,,https://drive.google.com/open?id=10tsw5ijl4qpCABMyOhXkVbHl6Zvvg5D2,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/22/18 8:47,xiaohui,2/22/18,Breakfast,8:00:00 AM,8:15:00 AM,Nothing,Cloudy,Disappointed,"Milk, bread","Dairy, Grains",,,,,,0,,Alone,Home,3,7,5,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv9
2/22/18 9:18,xiaohui,2/21/18,Dinner,5:50:00 PM,6:20:00 PM,Nothing,Sunny,Sad,"Rice, tomato, egg, pork, cabbage","Grains, Vegetables, Protein foods",,,,,,0,,Alone,Home,3,8,5,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv10
2/22/18 12:22,uranusbean,2/22/18,Breakfast,8:28:00 AM,8:33:00 AM,Commuting,Cloudy,Happy,"Water, bagel with peanut butter","Grains, Protein foods",,,,,,0,,Family,Car,4,8,4,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/22/18 12:22,uranusbean,2/22/18,Breakfast,8:28:00 AM,8:33:00 AM,Commuting,Rainy,Energetic,"Water, bagel with peanut butter","Grains, Protein foods",,,,,,0,,Family,Car,4,8,4,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/22/18 12:25,uranusbean,2/22/18,Lunch,11:35:00 AM,12:10:00 PM,Talking,Rainy,Happy,"Water, grilled chicken, egg, flavored almond, spinach and carrot ","Protein foods, Vegetables",,,,,,0,,Friends,Friend's home,4,6,7,It was so nice to be invited to have a lunch with friends during busy weekdays,"https://drive.google.com/open?id=12pwNuJ-BOg4lorcK6K-pnTYyRQQBU77-, https://drive.google.com/open?id=1lYf-JVJCsVWtBAaTDIfkvhedSnFtUVt4",https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/22/18 12:25,uranusbean,2/22/18,Lunch,11:35:00 AM,12:10:00 PM,Talking,Rainy,Energetic,"Water, grilled chicken, egg, flavored almond, spinach and carrot ","Protein foods, Vegetables",,,,,,0,,Friends,Friend's home,4,6,7,It was so nice to be invited to have a lunch with friends during busy weekdays,"https://drive.google.com/open?id=12pwNuJ-BOg4lorcK6K-pnTYyRQQBU77-, https://drive.google.com/open?id=1lYf-JVJCsVWtBAaTDIfkvhedSnFtUVt4",https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/22/18 12:25,uranusbean,2/22/18,Lunch,11:35:00 AM,12:10:00 PM,Talking,Rainy,Warm,"Water, grilled chicken, egg, flavored almond, spinach and carrot ","Protein foods, Vegetables",,,,,,0,,Friends,Friend's home,4,6,7,It was so nice to be invited to have a lunch with friends during busy weekdays,"https://drive.google.com/open?id=12pwNuJ-BOg4lorcK6K-pnTYyRQQBU77-, https://drive.google.com/open?id=1lYf-JVJCsVWtBAaTDIfkvhedSnFtUVt4",https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/22/18 12:25,uranusbean,2/22/18,Lunch,11:35:00 AM,12:10:00 PM,Talking,Rainy,Good,"Water, grilled chicken, egg, flavored almond, spinach and carrot ","Protein foods, Vegetables",,,,,,0,,Friends,Friend's home,4,6,7,It was so nice to be invited to have a lunch with friends during busy weekdays,"https://drive.google.com/open?id=12pwNuJ-BOg4lorcK6K-pnTYyRQQBU77-, https://drive.google.com/open?id=1lYf-JVJCsVWtBAaTDIfkvhedSnFtUVt4",https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/22/18 12:25,uranusbean,2/22/18,Lunch,11:35:00 AM,12:10:00 PM,Talking,Rainy,Joyful,"Water, grilled chicken, egg, flavored almond, spinach and carrot ","Protein foods, Vegetables",,,,,,0,,Friends,Friend's home,4,6,7,It was so nice to be invited to have a lunch with friends during busy weekdays,"https://drive.google.com/open?id=12pwNuJ-BOg4lorcK6K-pnTYyRQQBU77-, https://drive.google.com/open?id=1lYf-JVJCsVWtBAaTDIfkvhedSnFtUVt4",https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/22/18 12:31,khalidjawed,2/22/18,Breakfast,9:30:00 AM,9:40:00 AM,Watching TV,Cloudy,Good,"Cereal, coffee",Grains,,,,,,0,,Alone,Home,5,7,4,,https://drive.google.com/open?id=1ILK2iEXXbyOS-442d7OcvqG4jUM7oge_,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/22/18 13:51,xiaohui,2/22/18,Lunch,12:30:00 PM,1:10:00 PM,Talking,Snowy,Tired,"Rice, pork, broccoli","Grains, Protein foods, Vegetables",,,,,,0,,Colleagues,Eat at work,2,8,4,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv9
2/22/18 14:18,nusaybah,2/22/18,Breakfast,9:00:00 AM,9:10:00 AM,Nothing,Sunny,Bored,Black coffeee and pasta,"Grains, Dairy",,,,,,0,,Family,Home,3,7,5,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv10
2/22/18 14:19,nusaybah,2/22/18,Lunch,1:50:00 PM,2:20:00 PM,Phone,Sunny,Tired,Fried rice and chicken,"Grains, Vegetables, Protein foods",,,,,,0,,Alone,Eat at work,3,10,6,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv11
2/22/18 14:21,nusaybah,2/22/18,Dinner,11:00:00 PM,11:20:00 PM,Watching TV,Windy,Sleepy,Rice and kingfish,"Grains, Protein foods",,,,,,0,,Family,Home,5,8,5,,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/22/18 15:38,khalidjawed,2/22/18,Lunch,12:35:00 PM,1:00:00 PM,Working,Sunny,Good,Caribbean jerk chicken salad,"Protein foods, Vegetables, Fruits",,,,,,1,,Alone,Eat at work,4,7,5,,https://drive.google.com/open?id=1cGHOwNvkuT1y4c4EwAiGgVWKe2CksaNu,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/22/18 19:59,xiaohui,2/22/18,Dinner,6:00:00 PM,6:20:00 PM,Watching TV,Snowy,Bored,"flour, chicken, cabbage","Grains, Protein foods, Vegetables",,,,,,0,,Alone,Home,3,7,4,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv9
2/22/18 21:01,khalidjawed,2/22/18,Dinner,6:00:00 PM,6:30:00 PM,Watching TV,Windy,Good,"Chow min, fried rice, orange chicken, honey walnut shrimp, spring roll, coke zero","Grains, Protein foods, Vegetables",,,,,,0,,Alone,Home,3,9,7,,https://drive.google.com/open?id=1-o_gX_jXZlUHx2hCRn6CXObsgcXTYmeL,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/22/18 23:17,farhajw,2/22/18,Breakfast,9:30:00 AM,10:00:00 AM,Working,Snowy,Good,Half egg muffin,"Grains, Protein foods",,,,,,0,,Strangers,Dining Hall,2,7,4,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/22/18 23:19,farhajw,2/22/18,Snack,7:00:00 PM,7:20:00 PM,Working,Snowy,Tired,"Half egg muffin,vanilla chai","Grains, Protein foods",,,,,,0,,Strangers,Eat at work,3,6,3,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv9
2/22/18 23:22,farhajw,2/22/18,Dinner,9:50:00 PM,10:05:00 PM,Nothing,Snowy,Tired,"Roti,half-cup lentil, half potato","Grains, Vegetables",,,,,,0,,Alone,Home,2,8,6,,,https://drive.google.com/open?id=1YiLndvJ3nXC-MN8m4wSmrMo59IAtoZv10
2/23/18 2:38,bingbing,2/22/18,Breakfast,10:00:00 AM,10:15:00 AM,Talking,Sunny,Happy,"Corn bread, milk, egg","Grains, Vegetables",,,,,,0,,Family,Home,5,6,6,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 2:42,bingbing,2/22/18,Lunch,3:00:00 PM,3:30:00 PM,Watching TV,Sunny,Happy,Asparagus+beef+rice,"Vegetables, Protein foods, Grains, Fruits",,,,,,1,Banana,Alone,Home,5,6,7,,https://drive.google.com/open?id=1vQBnWM8Db7_MveTsiiyeIqKK9kky5pn0,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 2:47,bingbing,2/22/18,Dinner,8:30:00 PM,9:00:00 PM,Talking,Sunny,Happy,"cauliflower,beef,tomato,rice","Vegetables, Protein foods, Grains",,,,,,0,,Family,Home,5,8,7,,https://drive.google.com/open?id=1P2VpS2tcge4QLPPud17wPtg3YVhTXzyu,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 6:39,uranusbean,2/22/18,Dinner,5:40:00 PM,6:20:00 PM,Talking,Rainy,Happy,"Water with lemon, red bean tomato cucumber salad, beef, chicken drumsticks","Vegetables, Protein foods, Fruits",,,,,,1,Tomato ,Family,Home,4,8,5,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 6:39,uranusbean,2/22/18,Dinner,5:40:00 PM,6:20:00 PM,Talking,Rainy,Warm,"Water with lemon, red bean tomato cucumber salad, beef, chicken drumsticks","Vegetables, Protein foods, Fruits",,,,,,1,Tomato ,Family,Home,4,8,5,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 6:39,uranusbean,2/22/18,Dinner,5:40:00 PM,6:20:00 PM,Talking,Rainy,Good,"Water with lemon, red bean tomato cucumber salad, beef, chicken drumsticks","Vegetables, Protein foods, Fruits",,,,,,1,Tomato ,Family,Home,4,8,5,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 6:43,uranusbean,2/22/18,Snack,12:55:00 PM,12:58:00 PM,Working,Rainy,Good,Banana,Fruits,100,23,1.3,0,,1,Banana,Alone,Eat at work,5,6,5,Still feel hungry after lunch at my friendís place,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 8:23,xiaohui,2/23/18,Breakfast,7:20:00 AM,7:40:00 AM,Phone,Sunny,Good,"Milk, bread","Dairy, Grains, Fruits",,,,,,1,Kiwi,Alone,Home,3,7,4,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 8:53,uranusbean,2/23/18,Breakfast,8:37:00 AM,8:52:00 AM,Commuting,Sunny,Happy,"Bagel with peanut butter, almond milk ","Grains, Protein foods",,,,,,0,,Family,Eat at work,4,8,5,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 8:53,uranusbean,2/23/18,Breakfast,8:37:00 AM,8:52:00 AM,Commuting,Sunny,Energetic,"Bagel with peanut butter, almond milk ","Grains, Protein foods",,,,,,0,,Family,Eat at work,4,8,5,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 8:53,uranusbean,2/23/18,Breakfast,8:37:00 AM,8:52:00 AM,Commuting,Sunny,Good,"Bagel with peanut butter, almond milk ","Grains, Protein foods",,,,,,0,,Family,Eat at work,4,8,5,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 11:34,nusaybah,2/23/18,Breakfast,10:00:00 AM,10:15:00 AM,Nothing,Sunny,Good,Pasta,"Grains, Dairy",,,,,,0,,Alone,Home,5,9,5,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 11:35,nusaybah,2/23/18,Lunch,2:30:00 PM,2:45:00 PM,Watching TV,Sunny,Satisfied,Rice and kingfish,"Grains, Protein foods",,,,,,0,,Family,Home,4,10,5,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 11:37,nusaybah,2/23/18,Dinner,9:45:00 PM,10:00:00 PM,Nothing,Cold,Satisfied,Rice and prawn,"Grains, Protein foods, Fruits",,,,,,1,,Family,Home,4,10,5,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 15:45,khalidjawed,2/23/18,Lunch,12:40:00 PM,1:00:00 PM,Talking,Sunny,Good,"Pasta, chicken, bread, vegetable","Grains, Protein foods, Vegetables",,,,,,0,,Colleagues,Eat at work,5,6,6,,https://drive.google.com/open?id=16j64YMpBPSgJN-Goa-tfx3Akj7EnwFwt,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 17:31,uranusbean,2/23/18,Lunch,12:08:00 PM,1:15:00 PM,Seminar,Rainy,Peaceful,"Three slices of pizza, Diet Coke ","Grains, Dairy, Vegetables, Protein foods",,,,,,0,,"Friends, Colleagues",Eat at work,3,8,5,Was attending a talk ,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/23/18 17:31,uranusbean,2/23/18,Lunch,12:08:00 PM,1:15:00 PM,Seminar,Rainy,Bored,"Three slices of pizza, Diet Coke ","Grains, Dairy, Vegetables, Protein foods",,,,,,0,,"Friends, Colleagues",Eat at work,3,8,5,Was attending a talk ,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/23/18 17:33,uranusbean,2/23/18,Snack,5:20:00 PM,5:30:00 PM,Cooking,Rainy,Good,"Half banana, one mango, one orange ",Fruits,,,,,,3,"Orange, Banana, Mango",Alone,Home,5,6,7,Just arrived at home and started cooking ,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/23/18 17:33,uranusbean,2/23/18,Snack,5:20:00 PM,5:30:00 PM,Cooking,Rainy,Tired,"Half banana, one mango, one orange ",Fruits,,,,,,3,"Orange, Banana, Mango",Alone,Home,5,6,7,Just arrived at home and started cooking ,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/23/18 17:35,uranusbean,2/23/18,Breakfast,8:38:00 AM,8:45:00 AM,Commuting,Sunny,Happy,"Bagel with peanut butter, almond milk ","Grains, Protein foods",,,,,,0,,Family,Eat at work,3,8,5,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 17:35,uranusbean,2/23/18,Breakfast,8:38:00 AM,8:45:00 AM,Commuting,Sunny,Energetic,"Bagel with peanut butter, almond milk ","Grains, Protein foods",,,,,,0,,Family,Eat at work,3,8,5,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 17:35,uranusbean,2/23/18,Breakfast,8:38:00 AM,8:45:00 AM,Commuting,Sunny,Good,"Bagel with peanut butter, almond milk ","Grains, Protein foods",,,,,,0,,Family,Eat at work,3,8,5,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 17:56,khalidjawed,2/23/18,Snack,2:55:00 PM,3:30:00 PM,Commuting,Windy,Good,Fruits ,Fruits,,,,,,5,,Alone,On Street,6,8,6,,https://drive.google.com/open?id=14ga-bXyP_oSl-8vqCAvQr1MoHTvSnFau,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 20:15,xiaohui,2/23/18,Lunch,12:00:00 PM,12:20:00 PM,Working,Cloudy,Good,Pizza,"Grains, Dairy, Vegetables, Protein foods",,,,,,0,,Friends,Eat at work,2,8,4,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 20:17,xiaohui,2/23/18,Dinner,6:20:00 PM,6:40:00 PM,Talking,Rainy,Good,"Noodle, pork, cabbage,pumpkin,mill","Grains, Protein foods, Vegetables, Fruits",,,,,,1,Orange,Alone,Home,2,8,5,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 21:46,mengyue,2/23/18,Dinner,8:40:00 PM,9:00:00 PM,Watching TV,Windy,Peaceful,"Chicken wings, sweet potato, fruit plate, tea","Vegetables, Protein foods, Fruits",81,27,45,23,"12 g sugar, 3g fiber, 30 mg vitamin c",1,Fruit plate of pineapple and cantaloupe,Pets,Home,4,7,4,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 22:18,uranusbean,2/23/18,Dinner,5:50:00 PM,6:25:00 PM,Talking,Rainy,Happy,"Tofu soup with kappa cabbage, fish ball, beef, mushroom, shrimp ","Vegetables, Protein foods",,,,,,0,,Family,Home,5,8,6,I felt extremely tired after dinner. Very stressful this week due to a few deadlines. I really need to take a rest after next week.,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/23/18 22:18,uranusbean,2/23/18,Dinner,5:50:00 PM,6:25:00 PM,Talking,Rainy,Warm,"Tofu soup with kappa cabbage, fish ball, beef, mushroom, shrimp ","Vegetables, Protein foods",,,,,,0,,Family,Home,5,8,6,I felt extremely tired after dinner. Very stressful this week due to a few deadlines. I really need to take a rest after next week.,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/23/18 22:18,uranusbean,2/23/18,Dinner,5:50:00 PM,6:25:00 PM,Talking,Rainy,Tired,"Tofu soup with kappa cabbage, fish ball, beef, mushroom, shrimp ","Vegetables, Protein foods",,,,,,0,,Family,Home,5,8,6,I felt extremely Tiredafter dinner. Very stressful this week due to a few deadlines. I really need to take a rest after next week.,,https://drive.google.com/open?id=1azMad6-lwdx1OrlQelu6kz9Qmivy3pLn
2/23/18 23:47,khalidjawed,2/23/18,Dinner,8:45:00 PM,9:15:00 PM,Watching TV,Windy,Happy,"Bbq chicken pizza, jilebi, coke zero","Grains, Dairy, Protein foods",,,,,,0,,Alone,Home,5,10,7,,https://drive.google.com/open?id=1mWbRMyIfCHrgAJBlVPz_dR9S-4mS-5UN,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/23/18 23:47,khalidjawed,2/23/18,Dinner,8:45:00 PM,9:15:00 PM,Watching TV,Windy,Good,"Bbq chicken pizza, jilebi, coke zero","Grains, Dairy, Protein foods",,,,,,0,,Alone,Home,5,10,7,,https://drive.google.com/open?id=1mWbRMyIfCHrgAJBlVPz_dR9S-4mS-5UN,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/24/18 4:14,bingbing,2/23/18,Breakfast,10:00:00 AM,10:10:00 AM,Nothing,Sunny,Happy,"Chocolate muffin, milk","Grains, Dairy",,,,,,0,,Alone,Restaurant,5,6,7,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/24/18 4:18,bingbing,2/23/18,Lunch,4:00:00 PM,4:20:00 PM,Watching TV,Sunny,Happy,"White gourds, shrimp, rice ","Vegetables, Protein foods, Grains",,,,,,0,,Alone,Home,5,7,7,,https://drive.google.com/open?id=1moVtVgTxR_HAe7f0jXfOR9EfdK3qhkbD,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/24/18 4:25,bingbing,2/23/18,Dinner,9:00:00 PM,9:30:00 PM,Watching TV,Sunny,Happy,"Pork heart, pork blood, tofu, mushroom,noodle, ice cream","Protein foods, Vegetables, Grains, Dairy",,,,,,0,,Family,Home,5,8,7,,https://drive.google.com/open?id=1bcKurpecLKGcTAALf8oR_VXoUlEGirqI,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/24/18 8:20,xiaohui,2/24/18,Breakfast,7:20:00 AM,7:30:00 AM,Nothing,Sunny,Good,"Bread, milk","Grains, Dairy",,,,,,0,,Alone,Home,3,7,4,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
2/24/18 13:34,nusaybah,2/24/18,Breakfast,10:40:00 AM,10:50:00 AM,Nothing,Sunny,Good,Chicken fried rice,"Protein foods, Grains",,,,,,0,,Family,Home,2,9,7,,,https://drive.google.com/open?id=1u_XK2LlIU3w5hbRsGhTjcnTb4220-tJm
